codigo;descripcion;familia;rubro;subrubro;proveedor;costo;iva;ganancia;moneda;codigo barra;ubicación;stock
101040210160324;TUBO PVC P/DESAGÛE KJC IRAM Ø 160 x 3,2 x 4 J/P;;;;;66161;21;35;$;;;
101040210200404;TUBO PVC P/DESAGÛE KJC IRAM Ø 200 x 4,0 x 4 J/P;;;;;101546;21;35;$;;;
101040210110326;TUBO PVC P/DESAGÛE KJC IRAM Ø 110 x 3,2 x 6 J/P;;;;;67110;21;35;$;;;
101040210160326;TUBO PVC P/DESAGÛE KJC IRAM Ø 160 x 3,2 x 6 J/P;;;;;99241;21;35;$;;;
101040210200406;TUBO PVC P/DESAGÛE KJC IRAM Ø 200 x 4,0 x 6 J/P;;;;;152319;21;35;$;;;
101110380600606;TUBO PVC GRIS Ø 80 x 6  J/P (USO POCERO) *NUEVO*;;;;;45477;21;35;$;;;
101021710116001;TUBO PVC GRIS L-3.6 Ø 116 x 6  J/P (USO POCERO) ;;;;;71775;21;35;$;;;
101021710116002;TUBO PVC GRIS L-4.5 Ø 116 x 6  J/P (USO POCERO);;;;;81536;21;35;$;;;
101021710116003;TUBO PVC GRIS L-6 Ø 116 x 6  J/P (USO POCERO) ;;;;;100887;21;35;$;;;
101040301160003;Tubo PVC Encofrado Ø160 x 2,2 x 3  (mm / mm / mts) Liso sin Cabeza;;;;;41486;21;35;$;;;
101040301160004;Tubo PVC Encofrado Ø160 x 2,2 x 4  (mm / mm / mts) Liso sin Cabeza;;;;;55315;21;35;$;;;
101040301200003;Tubo PVC Encofrado Ø200 x 2,4 x 3  (mm / mm / mts) Liso sin Cabeza;;;;;56942;21;35;$;;;
101040301200004;Tubo PVC Encofrado Ø200 x 2,4 x 4  (mm / mm / mts) Liso sin Cabeza;;;;;75922;21;35;$;;;
101040301250003;Tubo PVC Encofrado Ø250 x 3,4 x 3  (mm / mm / mts) Liso sin Cabeza;;;;;85656;21;35;$;;;
101040301250004;Tubo PVC Encofrado Ø250 x 3,4 x 4  (mm / mm / mts) Liso sin Cabeza;;;;;114208;21;35;$;;;
101040301315003;Tubo PVC Encofrado Ø315 x 4,3 x 3  (mm / mm / mts) Liso sin Cabeza;;;;;162690;21;35;$;;;
101040301315004;Tubo PVC Encofrado Ø315 x 4,3 x 4  (mm / mm / mts) Liso sin Cabeza;;;;;216920;21;35;$;;;
101020100040006;TuboAgro YJLIV Celeste Ø40 x 6 (mm / mts) Junta Pegar;;;;;7281;21;35;$;;;
101020100050006;TuboAgro YJLIV Celeste Ø50 x 6 (mm / mts) Junta Pegar;;;;;9929;21;35;$;;;
101020100063006;TuboAgro YJLIV Celeste Ø63 x 6 (mm / mts) Junta Pegar;;;;;13900;21;35;$;;;
101020100075006;TuboAgro YJLIV Celeste Ø75 x 6 (mm / mts) Junta Pegar;;;;;19527;21;35;$;;;
101020100090006;TuboAgro YJLIV Celeste Ø90 x 6 (mm / mts) Junta Pegar;;;;;25815;21;35;$;;;
101020100110006;TuboAgro YJLIV Celeste Ø110 x 6 (mm / mts) Junta Pegar;;;;;34420;21;35;$;;;
101020100125006;TuboAgro YJLIV Celeste Ø125 x 6 (mm / mts) Junta Pegar;;;;;56661;21;35;$;;;
101020100140006;TuboAgro YJLIV Celeste Ø140 x 6 (mm / mts) Junta Pegar;;;;;71885;21;35;$;;;
101020100160006;TuboAgro YJLIV Celeste Ø160 x 6 (mm / mts) Junta Pegar;;;;;76121;21;35;$;;;
101020100200006;TuboAgro YJLIV Celeste Ø200 x 6 (mm / mts) Junta Pegar;;;;;114182;21;35;$;;;
101020100250006;TuboAgro YJLIV Celeste Ø250 x 6 (mm / mts) Junta Pegar;;;;;200828;21;35;$;;;
101020200040004;TuboAgro YJSTD Celeste Ø40 x 6 (mm / mts) Junta Pegar;;;;;8274;21;35;$;;;
101020200050004;TuboAgro YJSTD Celeste Ø50 x 6 (mm / mts) Junta Pegar;;;;;12577;21;35;$;;;
101020200063004;TuboAgro YJSTD Celeste Ø63 x 6 (mm / mts) Junta Pegar;;;;;20520;21;35;$;;;
101020200075004;TuboAgro YJSTD Celeste Ø75 x 6 (mm / mts) Junta Pegar;;;;;25153;21;35;$;;;
101020200090004;TuboAgro YJSTD Celeste Ø90 x 6 (mm / mts) Junta Pegar;;;;;37068;21;35;$;;;
101020200110004;TuboAgro YJSTD Celeste Ø110 x 6 (mm / mts) Junta Pegar;;;;;56264;21;35;$;;;
101020200125004;TuboAgro YJSTD Celeste Ø125 x 6 (mm / mts) Junta Pegar;;;;;82741;21;35;$;;;
101020200140004;TuboAgro YJSTD Celeste Ø140 x 6 (mm / mts) Junta Pegar;;;;;96641;21;35;$;;;
101020200160004;TuboAgro YJSTD Celeste Ø160 x 6 (mm / mts) Junta Pegar;;;;;122456;21;35;$;;;
101020200200004;TuboAgro YJSTD Celeste Ø200 x 6 (mm / mts) Junta Pegar;;;;;190634;21;35;$;;;
101020200250004;TuboAgro YJSTD Celeste Ø250 x 6 (mm / mts) Junta Pegar;;;;;304486;21;35;$;;;
101020300040006;TuboAgro YJREF Celeste Ø40 x 6 (mm / mts) Junta Pegar;;;;;12908;21;35;$;;;
101020300050006;TuboAgro YJREF Celeste Ø50 x 6 (mm / mts) Junta Pegar;;;;;18534;21;35;$;;;
101020300063006;TuboAgro YJREF Celeste Ø63 x 6 (mm / mts) Junta Pegar;;;;;30449;21;35;$;;;
101020300075006;TuboAgro YJREF Celeste Ø75 x 6 (mm / mts) Junta Pegar;;;;;39716;21;35;$;;;
101020300090006;TuboAgro YJREF Celeste Ø90 x 6 (mm / mts) Junta Pegar;;;;;59573;21;35;$;;;
101020300110006;TuboAgro YJREF Celeste Ø110 x 6 (mm / mts) Junta Pegar;;;;;82741;21;35;$;;;
101020300125006;TuboAgro YJREF Celeste Ø125 x 6 (mm / mts) Junta Pegar;;;;;121331;21;35;$;;;
101020300140006;TuboAgro YJREF Celeste Ø140 x 6 (mm / mts) Junta Pegar;;;;;152110;21;35;$;;;
101020300160006;TuboAgro YJREF Celeste Ø160 x 6 (mm / mts) Junta Pegar;;;;;198578;21;35;$;;;
101020300200006;TuboAgro YJREF Celeste Ø200 x 6 (mm / mts) Junta Pegar;;;;;311767;21;35;$;;;
101020300250006;TuboAgro YJREF Celeste Ø250 x 6 (mm / mts) Junta Pegar;;;;;484661;21;35;$;;;
101020110040003;TUBORIEGO L4 Ø 40 x 3 J.P.;;;;;3641;21;35;$;;;
101020110040006;TUBORIEGO L4 Ø 40 x 6 J.P.;;;;;7281;21;35;$;;;
101020110050003;TUBORIEGO L4 Ø 50 x 3 J.P.;;;;;4964;21;35;$;;;
101020110050006;TUBORIEGO L4 Ø 50 x 6 J.P.;;;;;9929;21;35;$;;;
101020110063003;TUBORIEGO L4 Ø 63 x 3 J.P.;;;;;6950;21;35;$;;;
101020110063006;TUBORIEGO L4 Ø 63 x 6 J.P.;;;;;13900;21;35;$;;;
101020110075003;TUBORIEGO L4 Ø 75 x 3 J.P.;;;;;9763;21;35;$;;;
101020110075006;TUBORIEGO L4 Ø 75 x 6 J.P.;;;;;19527;21;35;$;;;
101020110090003;TUBORIEGO L4 Ø 90 x 3 J.P.;;;;;12908;21;35;$;;;
101020110090006;TUBORIEGO L4 Ø 90 x 6 J.P.;;;;;25815;21;35;$;;;
101020110110003;TUBORIEGO L4 Ø 110 x 3 J.P.;;;;;17210;21;35;$;;;
101020110110006;TUBORIEGO L4 Ø 110 x 6 J.P.;;;;;34420;21;35;$;;;
101020110125003;TUBORIEGO L4 Ø 125 x 3 J.P.;;;;;28330;21;35;$;;;
101020110125006;TUBORIEGO L4 Ø 125 x 6 J.P.;;;;;56661;21;35;$;;;
101020110140003;TUBORIEGO L4 Ø 140 x 3 J.P.;;;;;35943;21;35;$;;;
101020110140006;TUBORIEGO L4 Ø 140 x 6 J.P.;;;;;71885;21;35;$;;;
101020110160003;TUBORIEGO L4 Ø 160 x 3 J.P.;;;;;38061;21;35;$;;;
101020110160006;TUBORIEGO L4 Ø 160 x 6 J.P.;;;;;76121;21;35;$;;;
101020110200003;TUBORIEGO L4 Ø 200 x 3 J.P.;;;;;57091;21;35;$;;;
101020110200006;TUBORIEGO L4 Ø 200 x 6 J.P.;;;;;114182;21;35;$;;;
101020110250003;TUBORIEGO L4 Ø 250 x 3 J.P.;;;;;100414;21;35;$;;;
101020110250006;TUBORIEGO L4 Ø 250 x 6 J.P.;;;;;200828;21;35;$;;;
101020210040003;TUBORIEGO S6 Ø 40 x 3 J.P.;;;;;4137;21;35;$;;;
101020210040006;TUBORIEGO S6 Ø 40 x 6 J.P.;;;;;8274;21;35;$;;;
101020210050003;TUBORIEGO S6 Ø 50 x 3 J.P.;;;;;6288;21;35;$;;;
101020210050006;TUBORIEGO S6 Ø 50 x 6 J.P.;;;;;12577;21;35;$;;;
101020210063003;TUBORIEGO S6 Ø 63 x 3 J.P.;;;;;10260;21;35;$;;;
101020210063006;TUBORIEGO S6 Ø 63 x 6 J.P.;;;;;20520;21;35;$;;;
101020210075003;TUBORIEGO S6 Ø 75 x 3 J.P.;;;;;12577;21;35;$;;;
101020210075006;TUBORIEGO S6 Ø 75 x 6 J.P.;;;;;25153;21;35;$;;;
101020210090003;TUBORIEGO S6 Ø 90 x 3 J.P.;;;;;18534;21;35;$;;;
101020210090006;TUBORIEGO S6 Ø 90 x 6 J.P.;;;;;37068;21;35;$;;;
101020210110003;TUBORIEGO S6 Ø 110 x 3 J.P.;;;;;28132;21;35;$;;;
101020210110006;TUBORIEGO S6 Ø 110 x 6 J.P.;;;;;56264;21;35;$;;;
101020210125003;TUBORIEGO S6 Ø 125 x 3 J.P.;;;;;41370;21;35;$;;;
101020210125006;TUBORIEGO S6 Ø 125 x 6 J.P.;;;;;82741;21;35;$;;;
101020210140003;TUBORIEGO S6 Ø 140 x 3 J.P.;;;;;48321;21;35;$;;;
101020210140006;TUBORIEGO S6 Ø 140 x 6 J.P.;;;;;96641;21;35;$;;;
101020210160003;TUBORIEGO S6 Ø 160 x 3 J.P.;;;;;61228;21;35;$;;;
101020210160006;TUBORIEGO S6 Ø 160 x 6 J.P.;;;;;122456;21;35;$;;;
101020210200003;TUBORIEGO S6 Ø 200 x 3 J.P.;;;;;95317;21;35;$;;;
101020210200006;TUBORIEGO S6 Ø 200 x 6 J.P.;;;;;190634;21;35;$;;;
101020210250003;TUBORIEGO S6 Ø 250 x 3 J.P.;;;;;152243;21;35;$;;;
101020210250006;TUBORIEGO S6 Ø 250 x 6 J.P.;;;;;304486;21;35;$;;;
101020310020003;TUBORIEGO R10 Ø20 x 3  J.P. ;;;;;2159;21;35;$;;;
101020310020006;TUBORIEGO R10 Ø20 x 6  J.P. ;;;;;4318;21;35;$;;;
101020310025003;TUBORIEGO R10 Ø25 x 3  J.P. ;;;;;3261;21;35;$;;;
101020310025006;TUBORIEGO R10 Ø25 x 6  J.P. ;;;;;6523;21;35;$;;;
101020310032003;TUBORIEGO R10 Ø32 x 3  J.P. ;;;;;5512;21;35;$;;;
101020310032006;TUBORIEGO R10 Ø32 x 6  J.P. ;;;;;11025;21;35;$;;;
101020310040003;TUBORIEGO R10 Ø40 x 3  J.P. ;;;;;6454;21;35;$;;;
101020310040006;TUBORIEGO R10 Ø40 x 6  J.P. ;;;;;12908;21;35;$;;;
101020310050003;TUBORIEGO R10 Ø50 x 3  J.P. ;;;;;9267;21;35;$;;;
101020310050006;TUBORIEGO R10 Ø50 x 6  J.P. ;;;;;18534;21;35;$;;;
101020310063003;TUBORIEGO R10 Ø 63 x 3  J.P. ;;;;;15224;21;35;$;;;
101020310063006;TUBORIEGO R10 Ø 63 x 6  J.P. ;;;;;30449;21;35;$;;;
101020310075003;TUBORIEGO R10 Ø 75 x 3  J.P. ;;;;;19858;21;35;$;;;
101020310075006;TUBORIEGO R10 Ø 75 x 6  J.P. ;;;;;39716;21;35;$;;;
101020310090003;TUBORIEGO R10 Ø 90 x 3 J.P. ;;;;;29787;21;35;$;;;
101020310090006;TUBORIEGO R10 Ø 90 x 6  J.P. ;;;;;59573;21;35;$;;;
101020310110003;TUBORIEGO R10 Ø 110 x 3  J.P. ;;;;;41370;21;35;$;;;
101020310110006;TUBORIEGO R10 Ø 110 x 6  J.P. ;;;;;82741;21;35;$;;;
101020310125003;TUBORIEGO R10 Ø 125 x 3  J.P. ;;;;;60665;21;35;$;;;
101020310125006;TUBORIEGO R10 Ø 125 x 6  J.P. ;;;;;121331;21;35;$;;;
101020310140003;TUBORIEGO R10 Ø 140 x 3  J.P. ;;;;;76055;21;35;$;;;
101020310140006;TUBORIEGO R10 Ø 140 x 6  J.P. ;;;;;152110;21;35;$;;;
101020310160003;TUBORIEGO R10 Ø 160 x 3  J.P. ;;;;;99289;21;35;$;;;
101020310160006;TUBORIEGO R10 Ø 160 x 6  J.P. ;;;;;198578;21;35;$;;;
101020310200003;TUBORIEGO R10 Ø 200 x 3  J.P. ;;;;;155883;21;35;$;;;
101020310200006;TUBORIEGO R10 Ø 200 x 6  J.P. ;;;;;311767;21;35;$;;;
101020310250003;TUBORIEGO R10 Ø 250 x 3  J.P. ;;;;;242331;21;35;$;;;
101020310250006;TUBORIEGO R10 Ø 250 x 6  J.P. ;;;;;484661;21;35;$;;;
101020110110016;TUBORIEGO L4 Ø 110 x 6 J.E.I.;;;;;43181;21;35;$;;;
101020110140016;TUBORIEGO L4 Ø 140 x 6 J.E.I.;;;;;73617;21;35;$;;;
101020110160016;TUBORIEGO L4 Ø 160 x 6 J.E.I.;;;;;90835;21;35;$;;;
101020110200016;TUBORIEGO L4 Ø 200 x 6 J.E.I.;;;;;138219;21;35;$;;;
101020110250016;TUBORIEGO L4 Ø 250 x 6 J.E.I.;;;;;211836;21;35;$;;;
101020110315016;TUBORIEGO L4 Ø 315 x 6 J.E.I.;;;;;332159;21;35;$;;;
101020110400016;TUBORIEGO L4 Ø 400 x 6 J.E.I.;;;;;555858;21;35;$;;;
101020110500016;TUBORIEGO L4 Ø 500 x 6 J.E.I.;;;;;881238;21;35;$;;;
101020110630016;TUBORIEGO L4 Ø 630 x 6 J.E.I.;;;;;1396423;21;35;$;;;
101020110110026;TUBORIEGO S6 Ø 110 x 6 J.E.I.;;;;;61415;21;35;$;;;
101020110140026;TUBORIEGO S6 Ø 140 x 6 J.E.I.;;;;;100936;21;35;$;;;
101020110160026;TUBORIEGO S6 Ø 160 x 6 J.E.I.;;;;;125407;21;35;$;;;
101020110200026;TUBORIEGO S6 Ø 200 x 6 J.E.I.;;;;;202481;21;35;$;;;
101020110250026;TUBORIEGO S6 Ø 250 x 6 J.E.I.;;;;;329583;21;35;$;;;
101020110315026;TUBORIEGO S6 Ø 315 x 6 J.E.I.;;;;;517829;21;35;$;;;
101020110400026;TUBORIEGO S6 Ø 400 x 6 J.E.I.;;;;;833786;21;35;$;;;
101020110500026;TUBORIEGO S6 Ø 500 x 6 J.E.I.;;;;;1287963;21;35;$;;;
101020110630026;TUBORIEGO S6 Ø 630 x 6 J.E.I.;;;;;1962990;21;35;$;;;
101020110110036;TUBORIEGO R10 Ø 110 x 6 J.E.I.;;;;;97750;21;35;$;;;
101020110140036;TUBORIEGO R10 Ø 140 x 6 J.E.I.;;;;;159301;21;35;$;;;
101020110160036;TUBORIEGO R10 Ø 160 x 6 J.E.I.;;;;;205938;21;35;$;;;
101020110200036;TUBORIEGO R10 Ø 200 x 6 J.E.I.;;;;;350461;21;35;$;;;
101020110250036;TUBORIEGO R10 Ø 250 x 6 J.E.I.;;;;;522438;21;35;$;;;
101020110315036;TUBORIEGO R10 Ø 315 x 6 J.E.I.;;;;;868968;21;35;$;;;
101020110400036;TUBORIEGO R10 Ø 400 x 6 J.E.I.;;;;;1260848;21;35;$;;;
101020110500036;TUBORIEGO R10 Ø 500 x 6 J.E.I.;;;;;1946993;21;35;$;;;
101020110630036;TUBORIEGO R10 Ø 630 x 6 J.E.I.;;;;;3105006;21;35;$;;;
101020110110316;TUBORIEGO PVC-O R10 Ø 110 x 3,0 x 6 J.E.I.;;;;;46290;21;35;$;;;
101020110160316;TUBORIEGO PVC-O R10 Ø 160 x 3,2 x 6 J.E.I.;;;;;82991;21;35;$;;;
101020110200316;TUBORIEGO PVC-O R10 Ø 200 x 3,8 x 6 J.E.I.;;;;;130790;21;35;$;;;
101020110250316;TUBORIEGO PVC-O R10 Ø 250 x 4,5 x 6 J.E.I.;;;;;183582;21;35;$;;;
101020110315316;TUBORIEGO PVC-O R10 Ø 315 x 5,5 x 6 J.E.I.;;;;;288721;21;35;$;;;
101020110400316;TUBORIEGO PVC-O R10 Ø 400 x 6,5 x 6 J.E.I.;;;;;467634;21;35;$;;;
101040100110002;Tubo PVC KBC Ø110 x 3,2 x 2 (mm / mm / mts) Junta Elástica Cloacal SN2;;;;;26262;21;35;$;;;
101040100110004;Tubo PVC KBC Ø110 x 3,2 x 4 (mm / mm / mts) Junta Elástica Cloacal SN2;;;;;52523;21;35;$;;;
101040100110006;Tubo PVC KBC Ø110 x 3,2 x 6 (mm / mm / mts) Junta Elástica Cloacal SN2;;;;;76656;21;35;$;;;
101040100160006;Tubo PVC KBC Ø160 x 3,2 x 6 (mm / mm / mts) Junta Elástica Cloacal SN2;;;;;112854;21;35;$;;;
101040100200006;Tubo PVC KBC Ø200 x 4,0 x 6 (mm / mm / mts) Junta Elástica Cloacal SN2;;;;;176024;21;35;$;;;
101040100250006;Tubo PVC KBC Ø250 x 4,9 x 6 (mm / mm / mts) Junta Elástica Cloacal SN2;;;;;269005;21;35;$;;;
101040100315006;Tubo PVC KBC Ø315 x 6,2 x 6 (mm / mm / mts) Junta Elástica Cloacal SN2;;;;;425865;21;35;$;;;
101040100355006;Tubo PVC KBC Ø355 x 7,0 x 6 (mm / mm / mts) Junta Elástica Cloacal SN2;;;;;541558;21;35;$;;;
101040100400006;Tubo PVC KBC Ø400 x 7,9 x 6 (mm / mm / mts) Junta Elástica Cloacal SN2;;;;;688482;21;35;$;;;
101040100450006;Tubo PVC KBC Ø450 x 8,8 x 6 (mm / mm / mts) Junta Elástica Cloacal SN2;;;;;846052;21;35;$;;;
101040100500006;Tubo PVC KBC Ø500 x 9,8 x 6 (mm / mm / mts) Junta Elástica Cloacal SN2;;;;;1065372;21;35;$;;;
101040100630006;Tubo PVC KBC Ø630 x 12,4 x 6 (mm / mm / mts) Junta Elástica Cloacal SN2;;;;;1690684;21;35;$;;;
101040100110002;Tubo PVC KBC06 Ø110 x 3,2 x 2 (mm / mm / mts) Junta Elástica Cloacal SN8;;;;;26262;21;35;$;;;
101040100110004;Tubo PVC KBC06 Ø110 x 3,2 x 4 (mm / mm / mts) Junta Elástica Cloacal SN8;;;;;52523;21;35;$;;;
101040100110006;Tubo PVC KBC06 Ø110 x 3,2 x 6 (mm / mm / mts) Junta Elástica Cloacal SN8;;;;;76656;21;35;$;;;
101040101160006;Tubo PVC KBC06 Ø160 x 4,7 x 6 (mm / mm / mts) Junta Elástica Cloacal SN8;;;;;161119;21;35;$;;;
101040100630007;Tubo PVC KBC06 Ø200 x 5,9 x 6 (mm / mm / mts) Junta Elástica Cloacal SN8;;;;;251970;21;35;$;;;
101040106225006;Tubo PVC KBC06 Ø225 x 6,6 x 6 (mm / mm / mts) Junta Elástica Cloacal SN8;;;;;308752;21;35;$;;;
101040101250006;Tubo PVC KBC06 Ø250 x 7,3 x 6 (mm / mm / mts) Junta Elástica Cloacal SN8;;;;;390376;21;35;$;;;
101040101315006;Tubo PVC KBC06 Ø315 x 9,2 x 6 (mm / mm / mts) Junta Elástica Cloacal SN8;;;;;615375;21;35;$;;;
101040106355006;Tubo PVC KBC06 Ø355 x 10,4 x 6 (mm / mm / mts) Junta Elástica Cloacal SN8;;;;;782172;21;35;$;;;
101040106400116;Tubo PVC KBC06 Ø400 x 11,7 x 6 (mm / mm / mts) Junta Elástica Cloacal SN8;;;;;994395;21;35;$;;;
101040106400136;Tubo PVC KBC06 Ø450 x 13,1 x 6 (mm / mm / mts) Junta Elástica Cloacal SN8;;;;;1218684;21;35;$;;;
101040101500006;Tubo PVC KBC06 Ø500 x 14,6 x 6 (mm / mm / mts) Junta Elástica Cloacal SN8;;;;;1550858;21;35;$;;;
101040106630006;Tubo PVC KBC06 Ø630 x 18,4 x 6 (mm / mm / mts) Junta Elástica Cloacal SN8;;;;;2484213;21;35;$;;;
101040101110106;Tubo PVC KBC10 Ø110 x 5,3 x 6 (mm / mm / mts) Junta Elástica Cloacal SN32;;;;;117823;21;35;$;;;
101040101160106;Tubo PVC KBC10 Ø160 x 7,7 x 6 (mm / mm / mts) Junta Elástica Cloacal SN32;;;;;247002;21;35;$;;;
101040100200966;Tubo PVC KBC10 Ø200 x 9,6 x 6 (mm / mm / mts) Junta Elástica Cloacal SN32;;;;;382569;21;35;$;;;
101040101225006;Tubo PVC KBC10 Ø225 x 10,8 x 6 (mm / mm / mts) Junta Elástica Cloacal SN32;;;;;489035;21;35;$;;;
101040101250106;Tubo PVC KBC10 Ø250 x 11,9 x 6 (mm / mm / mts) Junta Elástica Cloacal SN32;;;;;592875;21;35;$;;;
101040101315106;Tubo PVC KBC10 Ø315 x 15,0 x 6 (mm / mm / mts) Junta Elástica Cloacal SN32;;;;;937613;21;35;$;;;
101040101355006;Tubo PVC KBC10 Ø355 x 16,9 x 6 (mm / mm / mts) Junta Elástica Cloacal SN32;;;;;1197390;21;35;$;;;
101040101400006;Tubo PVC KBC10 Ø400 x 19,1 x 6 (mm / mm / mts) Junta Elástica Cloacal SN32;;;;;1523177;21;35;$;;;
101040106450216;Tubo PVC KBC10 Ø450 x 21,5 x 6 (mm / mm / mts) Junta Elástica Cloacal SN32;;;;;1863869;21;35;$;;;
101040106500006;Tubo PVC KBC10 Ø500 x 23,8 x 6 (mm / mm / mts) Junta Elástica Cloacal SN32;;;;;2362841;21;35;$;;;
101040100630306;Tubo PVC KBC10 Ø630 x 30,3 x 6 (mm / mm / mts) Junta Elástica Cloacal SN32;;;;;4427337;21;35;$;;;
101220715110045;Curva a 45° Ø110 J/E Cloacal Inyectada Corta;;;;;13273;21;35;$;;;
101220715110145;Curva a 45° Ø110 J/E Cloacal Inyectada Larga;;;;;17936;21;35;$;;;
101220708110001;Cupla Deslizante Ø110 J/E Cloacal Inyectada;;;;;7174;21;35;$;;;
101200512100001;Tapa Ø110 J/P Cloacal Inyectada;;;;;2152;21;35;$;;;
101220715110001;Ramal a 45° Ø110x110 MHH J/E Cloacal Inyectado;;;;;20447;21;35;$;;;
101220715160110;Ramal a 45° Ø160x110 HHH J/E Cloacal Inyectado;;;;;31747;21;35;$;;;
101220715200110;Ramal a 45° Ø200x110 HHH J/E Cloacal Inyectado;;;;;43046;21;35;$;;;
101050104050006;Tubo PVC KB04 Ø50 x 1,1 x 6 (mm / mm / mts) Junta Elástica Clase 4;;;;;0;21;35;$;;;
101050104063006;Tubo PVC KB04 Ø63 x 1,3 x 6 (mm / mm / mts) Junta Elástica Clase 4;;;;;17319;21;35;$;;;
101050104075006;Tubo PVC KB04 Ø75 x 1,6 x 6 (mm / mm / mts) Junta Elástica Clase 4;;;;;25197;21;35;$;;;
101050104090006;Tubo PVC KB04 Ø90 x 1,8 x 6 (mm / mm / mts) Junta Elástica Clase 4;;;;;41593;21;35;$;;;
101050104110006;Tubo PVC KB04 Ø110 x 2,2 x 6 (mm / mm / mts) Junta Elástica Clase 4;;;;;51033;21;35;$;;;
101050104125006;Tubo PVC KB04 Ø125 x 2,7 x 6 (mm / mm / mts) Junta Elástica Clase 4;;;;;70339;21;35;$;;;
101050104140006;Tubo PVC KB04 Ø140 x 2,8 x 6 (mm / mm / mts) Junta Elástica Clase 4;;;;;84605;21;35;$;;;
101050104160006;Tubo PVC KB04 Ø160 x 3,2 x 6 (mm / mm / mts) Junta Elástica Clase 4;;;;;112854;21;35;$;;;
101050104200006;Tubo PVC KB04 Ø200 x 4,0 x 6 (mm / mm / mts) Junta Elástica Clase 4;;;;;176024;21;35;$;;;
101050104225006;Tubo PVC KB04 Ø225 x 4,7 x 6 (mm / mm / mts) Junta Elástica Clase 4;;;;;233232;21;35;$;;;
101050104250006;Tubo PVC KB04 Ø250 x 4,9 x 6 (mm / mm / mts) Junta Elástica Clase 4;;;;;269005;21;35;$;;;
101050104315006;Tubo PVC KB04 Ø315 x 6,2 x 6 (mm / mm / mts) Junta Elástica Clase 4;;;;;425865;21;35;$;;;
101050104355006;Tubo PVC KB04 Ø355 x 7,0 x 6 (mm / mm / mts) Junta Elástica Clase 4;;;;;541558;21;35;$;;;
101050104400006;Tubo PVC KB04 Ø400 x 7,9 x 6 (mm / mm / mts) Junta Elástica Clase 4;;;;;688482;21;35;$;;;
101050104450006;Tubo PVC KB04 Ø450 x 8,8 x 6 (mm / mm / mts) Junta Elástica Clase 4;;;;;846052;21;35;$;;;
101050104500006;Tubo PVC KB04 Ø500 x 9,8 x 6 (mm / mm / mts) Junta Elástica Clase 4;;;;;1065372;21;35;$;;;
101050104630006;Tubo PVC KB04 Ø630 x 9,8 x 6 (mm / mm / mts) Junta Elástica Clase 4;;;;;1690684;21;35;$;;;
101050206050006;Tubo PVC KB06 Ø50 x 1,7 x 6 (mm / mm / mts) Junta Elástica Clase 6;;;;;19164;21;35;$;;;
101050206063006;Tubo PVC KB06 Ø63 x 1,9 x 6 (mm / mm / mts) Junta Elástica Clase 6;;;;;25552;21;35;$;;;
101050206075006;Tubo PVC KB06 Ø75 x 2,2 x 6 (mm / mm / mts) Junta Elástica Clase 6;;;;;35489;21;35;$;;;
101050206090006;Tubo PVC KB06 Ø90 x 2,7 x 6 (mm / mm / mts) Junta Elástica Clase 6;;;;;51459;21;35;$;;;
101050206110006;Tubo PVC KB06 Ø110 x 3,2 x 6 (mm / mm / mts) Junta Elástica Clase 6;;;;;73817;21;35;$;;;
101050206125006;Tubo PVC KB06 Ø125 x 3,7x 6 (mm / mm / mts) Junta Elástica Clase 6;;;;;99369;21;35;$;;;
101050206140006;Tubo PVC KB06 Ø140 x 4,1 x 6 (mm / mm / mts) Junta Elástica Clase 6;;;;;120662;21;35;$;;;
101050206160006;Tubo PVC KB06 Ø160 x 4,7 x 6 (mm / mm / mts) Junta Elástica Clase 6;;;;;156151;21;35;$;;;
101050206200006;Tubo PVC KB06 Ø200 x 5,9 x 6 (mm / mm / mts) Junta Elástica Clase 6;;;;;244163;21;35;$;;;
101050206225006;Tubo PVC KB06 Ø225 x 6,6 x 6 (mm / mm / mts) Junta Elástica Clase 6;;;;;308752;21;35;$;;;
101050206250006;Tubo PVC KB06 Ø250 x 7,3 x 6 (mm / mm / mts) Junta Elástica Clase 6;;;;;376181;21;35;$;;;
101050206315006;Tubo PVC KB06 Ø315 x 9,2 x 6 (mm / mm / mts) Junta Elástica Clase 6;;;;;595501;21;35;$;;;
101050206355006;Tubo PVC KB06 Ø355 x 10,4 x 6 (mm / mm / mts) Junta Elástica Clase 6;;;;;759459;21;35;$;;;
101050206400006;Tubo PVC KB06 Ø400 x 11,7 x 6 (mm / mm / mts) Junta Elástica Clase 6;;;;;965294;21;35;$;;;
101050206450006;Tubo PVC KB06 Ø450 x 13,1 x 6 (mm / mm / mts) Junta Elástica Clase 6;;;;;1218684;21;35;$;;;
101050206500006;Tubo PVC KB06 Ø500 x 14,6 x 6 (mm / mm / mts) Junta Elástica Clase 6;;;;;1497625;21;35;$;;;
101050206630006;Tubo PVC KB06 Ø630 x 18,4 x 6 (mm / mm / mts) Junta Elástica Clase 6;;;;;2383779;21;35;$;;;
101052008050006;Tubo PVC KB08 Ø50 x 2,0 x 6 (mm / mm / mts) Junta Elástica Clase 8;;;;;20229;21;35;$;;;
101052008063006;Tubo PVC KB08 Ø63 x 2,5 x 6 (mm / mm / mts) Junta Elástica Clase 8;;;;;31869;21;35;$;;;
